你開一個慶祝會的時候我不能會參加	OORROOOOOOOOOROO
同時說兩種語言	OOOOOOO
送我出去學音樂	OOOOOOO
甚至連怎麼可以訓練自己來得到生意頭腦都有教我	OOOOORROOOOOOOOOOOOROM
	
他們覺得這樣才能幫我快成熟	OOOOOOOOSOSOO
要從小慢慢地開始親身留意父母怎麼生活	OOOOOOOOOOOOOOOOOO
才能很快地體驗到外面社會的風險	OOOOOOOOOOOOOOO
容易地得到經驗	MOOOOOO
	
但是因為我到現在還在大學所以沒有經濟能力	OOOOOOOOOOMOOOOOOOOO
還不能負擔他們的生活費用	OOOOOOOOOOOO
我連自己的生活費用都不能完全負擔	OOOOOOOOOOOOOOOO
因此到目前我只能用心學習	OOOOOOOOOOOO
暑假時去求職或實習	OOOOOOOOO
在家時幫手完成家務	OOOSSOOOO
	
我雙親往往是	OOOOOO
將來也會是我最尊重的人物	OOOOOOOOOOSS
他們給我的家庭溫暖與教育方式真的是很好	OOOOOOOOOOOOOOOOOOO
知道他們一直在我身邊的那一種感覺是無可取代的	OOOOOOOOOOOOOOOOOOOOOO
	
她的果汁總是五顏六色	OOOOOOOOOO
裡面有超過十樣的蔬果	OOOOOOOOOO
例如：苦瓜	OOOOO
酪梨	OO
紅蘿蔔等等	OOOOO
每天都是不同的口味；媽媽說她的果汁是對我的身體很健康	OOOOOOOOOOOOOOOOOROOOOOOOO
	
我午餐也是她準備；雖然也不好吃	OMOOOOOOMOOOOOO
但這方式省了不少錢	OOOOOOOOO
	
她每天都寫電腦郵件給我	OOOOOSSSSOO
問我那天做了什麼	OOOOOOOO
吃了什麼	OOOO
媽媽真的很關心我	OOOOOOOO
我是很幸福	OOOOO
	
雖然我現在在台灣是過得很開心和自在	OOOOOOOOROOOOOOOO
但我也很想念我的媽媽	OOOOOOOOOO
沒有她的幫助、她為我做的所有	OOOOOOOOOOOOOO
我不會有這麼好玩與難忘的暑假在台灣	OWWWWWWWWWWWWWWWW
	
我覺得沒有字可以表現我對媽媽的感謝；我一回到美國見媽媽時會抱著她說謝謝	OOOOOSOOSSOOOOOOOOOROOOOOOOOMOOOOOO
	
那時在大三	OOROO
我生活方式及態度變了很多	OMOOOOOOOOOO
因為很多不理想跟家庭的難過事發生了	OOSSSSSSSSSSSSSSS
對我來說	OOOO
能找到那麼好的朋友	OOOOOOOOO
特別是韓國哥	OOOOOO
是很幸福的事	OOOOOO
	
雖然我們現在不在同樣的地方	OOOOOOOOOOOOO
但是我們還打電話給對方	OOOOOMOOOOO
問問他們好不好	OOSSOOO
	
我們偶然在宿舍透過朋友相認	OOOOOOOOOOOSS
現在想起來真的是有緣分喔	OOOOOOOOOOOO
認識了馬上就談得來	OOOOOOOOO
從此以後就像情人類似的每天在一起	OOOOOOOOSSSOOOOO
	
說到他是如何幫助我的	OOOOOOOOOO
也沒有什麼大件事	OSSOOORO
反正當一個人在一個陌生的城市裡找到一個要好的朋友	OOOOOOOOOOOOOOOOOOOOOOOO
這就已經算是最大的幫忙了吧	OOOOOOOOOOOOO
	
也可以說是在精神上及心理上的幫助吧	OOOOOOOOOOOOOOOOO
每一天碰到什麼困難不樂就可以向他訴苦解決	OOOOOOOOOOSOOOOOOOOO
並且感覺到他也一樣地依靠我	OOOOOOOOOOSSO
兩個人就不知不覺地熬過這十年的點點滴滴喜怒哀樂	OOOOOOOOOOOOOOOOOOOOOOO
	
想到我們這十年過來	OOOOOOORO
感覺真的是很難得	OOOOOOOO
有一個這麼好的知己	OOOOOOOOO
我對他感激不盡	OOOOOOO
簡單的	SSS
最想跟他說兩個字「謝謝」	MOOOOOOOOOOO
	
我最感謝的人是我媽媽．因為她不管是什麼時候都會站在我一邊	OOOOOOOOOOOOOOOOOOOOOOOOOOMO
支持我	OOO
鼓勵我	OOO
安慰我	OOO
	
所以我回國後	OOOOOO
我要好好照顧我弟弟	OOOOOOOOO
想好讓她休息	ROOOOO
	
所以我目前的目標是	OOOOOOOOO
念完書後	OOOO
讓我媽媽看到我成長的樣子	OOOOOOOOOOOO
讓她感覺得到讓我去台灣念書是沒有錯	OOSSSSOOOOOOOOSSS
	
我身體好起來以後	OOOOOOOO
我就馬上找辦法跟他聯絡	OOOOSSSOOOO
可是一個消息都沒有	OOOOOOOOO
	
在日常生活裡人們會總會受到別人的幫助	OOOOOOOOROOOOOOOOO
在我的生活當中我的媽媽	OOOOOOOSSSS
我從我小到大的時候	OOROOORRR
我媽媽做了很多的事情幫助我成長	OOOOOOOOOOOOOOO
	
還有在某一些方面	OOOOOOOO
像我的壞習慣	OOOOOO
媽媽也都會管理	OOOOOSS
	
還有我打噴嚏的時候	OOOOOOOOO
媽媽會勸導我不要大聲打噴嚏	OOOSSOOOOOOOO
因為會讓別人覺得你很不禮貌	OOOOOOOOOOOOO
從媽媽的教養以後	SOOOSSOO
我下一次打噴嚏的聲音會小聲一點	ORRROOOOOOSOOOO
	
媽媽做這個的目的不但要我自己像一個大人一樣	OOSOOOOOOOOOOOOOOOOOO
他也要我在社會裡做一個願意被接受的人	OOOOOOOOOOOSSOOOOO
	
我現在正在讀研究所	OOOOOOOOO
讀研究所的日子很辛苦	OOOOOOOOOO
也很孤單	OOOO
在這時候	OOOO
我特別為我的朋友	OOOOOOOO
安安	OO
感激	OO
	
我一直跟她說	OOOOOO
我有一天會請她來我家吃飯	OOOOOOOOOOOO
可是我一直都太忙	OOOOOOOO
都沒有安排時間請她來好好吃一頓飯	OOOOOOOOOOOOOOOO
我想我要趁秋學期還沒開始的時候跟她約個時間請她來吃飯	OOOOOSOOOOOOOOOOOOOOOOOOOO
	
我也要給她寫一張謝卡	OOOOOOOOOO
讓她知道我為她的友情有多麼感激	OOOOOSOOOOOOOOO
	
我想在生命中	OOOOOO
很難得認識到這麼貼心的朋友	OOOOOOOOOOOOO
我想我不但要好好謝謝安安	OOOOOOOOOOOO
也要從她來學習怎麼做人	OOSOROOOOOO
	
對我來說	OOOO
世界上沒有人沒接受過別的人幫助	OOOOOOOOOOOOOOO
有生活問題的時候	OOOOOOOO
常常沒辦法自己通過	OOOOOOOSS
	
現在我要謝她	OOOOSO
因為如果她沒幫我	OOOOOOOO
就沒辦法我上大學了	WWWWWOOOO
	
我住在小小的城市	OOOOOOOO
連「村」都可以叫	OOOOOOOS
我的父母不太有錢	OOOOOOOO
所以我上了我城市不太好的學校	OOOOOOOOMOOOOO
	
如果我有機會跟她見面	OOOOOOOOOO
我會給她最大的一束花	OOOOOOOOOO
然後給她說「謝謝	OOSOOOOO
」	O
就告訴她我現在在台灣學中文	OOOOOOOOOOOOO
在我的國家當英文家教	OOOOOOOOOO
也寫英文的文章	OOOOOOO
	
幫助你的人是很重要	OOOOOOOOO
沒有要幫助的人了	OOOOOMOR
誰都的生活非常辛苦	OWWWWMOOO
	
我母親是一個很嚴格的人	OOOOOOOOOOO
有時候讓我很煩	OOOOOOO
不懂她的想法	OOOOOO
總是逼我去做我不想做的事	OOOOOOOOOOOO
長大了才了解她所做的一切是為我好的	OOOOOOOOOOOOMOOOO
	
剛開始我父親很反對不讓我來台灣	OOOOOOOOOOOOOOO
因為他個性比較保守	OOOOOOOOO
所以不敢讓我一個人出國	OOOOOOOOOOO
但媽媽還是一直鼓勵和堅持我	OOOOOOOOOOOOR
使我這一生中能有一段很值得的經驗	OOOOOOOOOOOOOOOO
	
每個人需要別人的幫助	OOOMOOOOOO
沒有別人的幫助我們不能生活	OOOOOOOOOOOOO
	
為了付我的學費和付我家的經濟	OOOOOOOOSOOOOO
我父親得做更多的工作	OOOOOOOOOO
我母親也在家事的很多方面	OOOOOOOOOOOO
得節省錢	OOOO
	
我的父母希望我大學畢業以後	OOOOOOOOOOOOO
找比較好的工作	OOOOOOO
可是我讀大學讀了一年半以後	OOOOOOOOOOOOO
我停止了	OSSO
是由於我有了別的目標	OSSOOOOOOO
	
因為很多人跟我說：你為甚麼停止了上大學	OOOOOOOOOOOOOOORSOO
最近學歷真的重要	OOOOOOOO
你不知道嗎？	OOOOOO
當時雖然很多人不了解我	OOOOOOOOOOO
但我父母卻了解我支持我了	OOOOOOOOOOOR
	
我的目標是成為用中文來幫助別人的	OOOOOOOOOOOOOOOO
我父母也期待我成就這個目標	OOOOOOOSSOOOO
為了報恩他們的幫助和支持	OOSSOOOOOOOO
我會做的事情是只有好好兒學習中文	OSOOOOORROOOOOOO
成就我的目標讓他們歡喜	SSOOOOOOOOO
所以我今天也要好好兒學習中文	OOOOOOOOOOMOOO
	
她每天不但早起床上班賺錢	OOOOOMOOOOOO
而且她下班以後就馬上回家做飯	OOOOOOOOOOOOOO
有些天她也買東西去了	OOSOOOOOOO
晚上她還很有力氣	OOOOOOSS
又繼續做家事	OOOOOO
比如說洗曬衣服	OOOOOOO
整理房子	OOOO
準備大家的明天午飯跟晚飯	OOWWWWWOOOOO
	
我最近跟我媽談這個題目	OOOOOOOOOSS
她說她感覺她養我們養得不夠好	OOOOOOOOOOOOOO
她以前應該多幫助我們	OOOOOOOOOO
	
我對她說：「有你這種人當我媽媽我很幸運	OOOOOOOOOOOOOOOOOOO
很多孩子沒有好像你照顧得那麼好的媽媽	OOOOOOOOOMOOOOOOOO
我小中學時	OSOOO
很多同學的父母離婚了	OOOOOOOOOO
有的也每天下課以後要回家自己做飯或買便宜卻對身體不好的菜	OOROOOOOOOOOOOOOOOOOOOOOOOOO
」	O
	
居然她哭了起來了	WWWOOOOO
她沒想到這是我的想法	OOOOOOOOOO
我就告訴她	OOOOO
我想要幫你和爸爸享受你們的輩子；他們應該不再擔心我們的情形	OOOOOOOOOOOOOSSOSSOOOMOOOOOOO
不然你們就沒辦法享受你們的生活	OOOOOOOOOOOOOOO
	
我也對她說自從我們移民到澳洲以來	OOOOOOOOOOOOOOOO
他們一直養我們	OOMOOOO
要休息	MOO
又應該多享受一點、花他們賺的錢	ROOOOOOOOOOOOOO
	
她靠賣點心過日子	OOOOOOOO
每天早上五點鐘起床準備孩子的早飯和做點心要賣給早餐廳	OOOOOOOOOOOOOOOOSOOOOOOSSS
我們家人都知道她很辛苦可是沒辦法幫助她	OOOOOOOOOOOOOOOOOOO
因為我們還要上課不能上班幫她賺錢	OOOOOOOOOOOOOOOO
	
總是支持和鼓勵我們好好地念書	OOOOOOOOOOOOOO
不要擔心她的辛苦	OOOOOOOO
為了不要讓她放棄或難過	OOOOOOOOOOO
我們家人都學得很用功	OOOOORROOO
每次考試應該很好地考完	OOOOSSSSSSS
要不然如果成績不那麼好大概會是傷她的心	OOOOOOOORROOOOROOOO
	
現在我最希望對她說感謝她的幫助和她的鼓勵	OOOOOOOOOOOOOOOOOOOO
我們都迷上她	OOOSSO
因為她的困難	OOOOSS
我們現在的生活已經成功了	OOOOOOOOOOOO
	
我最感謝的人是我現在的是先生	OOOOOOOOOOOOOO
我本來沒有什麼自信	OOOOOOOOO
也覺得我什麼都不會	OOOOOOOOO
可是他讓我了解每一個人有不同	OOOOOOOOOOOSOO
可是一樣聰明只要努力學	OOOOOOOOOOO
我認為我沒認識他的話	OOOOOOOOOO
我大概現在正變成什麼都不會的人	OOOOOROOOOOOOOO
	
對我來說碰到好心的人好不容易	OOOOOOOOOOSOOO
可是有機會跟他們見面的話	OOOOOOOOSSOO
自己的輩子會受到他們的影響	OOOSSOOOOOOOO
	
我的先生還每天幫我	OOOOROOOO
他的方法不太溫柔	OOOOOOOO
可是我在很短的時間內進步得很	OOMOOOOOOOOOOO
我現在不怕選擇也很努力過日子	OOOOOOOOOOOOOO
雖然每天不容易	OOOOMOO
可是因為他我很幸福	OOOOOOOOO
	
本來我沒發生他對我有什麼影響	OOOOSSOOOOOOOO
所以我大概讓他失望	OOOOOOOOO
所以我要先跟他說對不起	OOOOOOOOOOO
再跟他說謝謝	OOOOOO
	
到現在	OOO
除了我媽媽以外	OOOOOOO
我碰到了三個有好心的人	OOOOOOROOOO
我先生跟另外兩個朋友	OOOOOOOOOO
他們對我很好	OOOOOO
我也好幾次接受他們的幫助	OOOOOOOOOOOO
我真感謝他們	OOOOOO
	
有個有名的作家寫過	OOOOOOOOO
「人並不能一個人安安靜靜地活下去」	OOOOOOOOOOOOOOOOO
雖然我不能翻譯他所寫的字	OOOOOOOOOOOO
但是意思大部分是一樣	OOOOOOOOOO
人民應該互相幫忙	SSOOOOOO
	
我能有這種機會	OOOOOOO
而且能專心地讀書	OOOOOOOO
不用擔心錢的事情	OOOOOOOO
是因為我的爸爸一直努力地替我和我姊妹賺錢工作	OOOOOOOOOOOOSOOOMOOOOO
	
我知道賺錢並不容易	OOOOOOOOO
我看過他兩三點在電腦上看股票	OOOOOOOMOOOOOO
並且早上五六點起床	OOOOOOOMO
	
他真的很有能力	OOOOOOO
現在才五十幾歲但是已經可以退休了	OOOOOOOOOOOOOOOO
有夠錢能送我和我姊妹去大學	OSMOOOOOMOOOO
	
賓大並不便宜	OOOOOO
我認識許多的同學沒有我這麼有福	OOOOOOOOMOOOOOO
我這麼輕鬆	OOOOO
我能這樣子都是因為我爸爸給我這種生活	OOOOOOOOOOOOOOOOOO
因此我要感謝他	OOOOOOO
	
我要感謝我爸爸的原因不是只跟錢有關	OOOOOOOOOOOOOOOOO
反過來說他也給了我一些很重要的教育：怎麼當人	RRRROOOOOOOOOOOOOOOOSO
什麼種生活才好	OOROOOO
	
我爸爸不但只賺錢讓我、我媽媽、和我姊妹的生活愉快	OOOOOROOOOOOOOOOOOOOOOOO
他也照顧我的外婆	OOOOOOOO
阿姨	OO
和阿公	OOO
	
在一方面	ROOO
他說這是他的責任	OOOOOOOO
當人就是這樣	SOOOOO
另外一方面	OOOOO
他的兄弟姊妹也不願意幫忙	OOOOOOOOOOOO
	
我的爸爸有兩個選擇：他可以一直說他兄弟姊妹的話	OOOOOOOOOOOOOOOOOOOOOOS
或是他可以做他現在所做的事：自己負責任	OOOOOOOOOOOOOOOOOOO
不靠別人幫他做	OOOOOOO
	
因此	OO
我現在只能當個乖女兒	OOOOOOOOOO
努力地讀書	OOOOO
把法律學好	OOOOO
將來找到好的工作的時候	OOOOOOOOOOO
我就能照顧他	OOOOOO
這就是我要表現我的感謝的方法	OOOOSSSOOOOOOO
	
一般來說	OOOO
在日常生活中	OOOOOO
每個人都接受別人想感謝	OOOOMOMOMOO
這個人是很好	OOOROO
什麼事情他都會幫你	WWWWWOOOO
	
我有兩個人最想感謝	OOOOSSSSS
就是我父母	OOOOO
什麼時間	OOOO
什麼地方	OOOO
什麼東西	OOSS
他們都在我的旁邊幫我	OOOOOOOOOO
	
從小到大	OOOO
他們從來不會給我很大的壓力	OOOOOOOOOOOOO
就要我努力做東西	SOOSSOSS
平常跟我說	MOMOO
我不需要是最好的	OOOOOOOO
可是就要做我最好	OOOOSSSS
	
再加上	OOO
他們讓我當很用功有願望的這種人	OOOOSOOOMSSORRO
所以我常常努力做東西	OOOOOSSOSS
我覺得他們對我做最重要的事是帶我到處都旅行和付大學學費	OOOOOSOOMOOOOOOOOOROOOOOOOO
	
為了感謝父母	OOOOOO
我要對他們很好	OOOOOOO
應該	SS
已經對他們很好	OOOOOOO
可是我看到他們的時候也會告訴他們我要感謝	OOOOOOOOOOOOOOOOOOOO
一定會很高興	MOOOOO
	
還要	SS
因為我現在在台灣學中文	OOOOOOOOOOO
父母在美	OOOS
所以我會從台灣寄一封信也告訴父母我很想感謝他們	OOOOOOOOOOOROOOOOOOOOOO
	
為了讓父母看到我很想感謝他	OOOOOOOOOOOOS
我會在大學努力讀書	OOOOOOOOO
因為上美國大學非常貴和我不要浪費父母的錢	OOOOOOOOOOSOOOOOOOOO
所以在大學不會亂跑	OOOOOOOSS
	
給父母看我在大學用功	MOOOOOOOOO
他們一定會看到我想感謝他們	OOOOOSSOOOOOO
這些樣子我真需謝謝我的父母	SSOOOOSOOOOOO
	
在生活當中每個人都有收到別人的幫助	OOOOOOOOOOSSOOOOO
從我小到現在	OROOOO
我的朋友	OOOO
父親和老師對說都有給我很多的幫助	OOOOOSSOROOOOOOO
	
如果我需要選一個人	OOOOOOOOO
我自己覺得對我是有最多幫助就是我媽	OOOOOSSSSSSSSOOOO
	
比如說電視不能看太久	OOOOOOOOOO
晚上要早一點睡覺	OOOOOOOO
還有我媽每天都一直在我的旁邊一起做功課	OOOOOOOOOOOOOOMOOOO
這些事小時候都不知道她的原因	OOOOOOOOOOOOOO
現在才看到原來那是為我將來的好才要這樣	OOOSSOOOOOOOOROOOOO
	
現在我媽還是有幫我做了很多事	OOOOOOSOOOROOO
我對她很感謝	OOOOOO
像一些生活費跟學費她還是有幫我處理	OOOOOOOOOOOOSOOOO
	
我見到我媽很想對她說一聲感謝	OOOOOOOOOOOOOO
從我照顧到大	OMOOOO
我想最好的方法來謝謝她	OOOOOOOOOOO
就是用自己的能力拿出最好的表現在讀書的方面	OOWWWWWWWWWWWWWWWWWWW
跟做人的方法	OOOOOO
	
從小到大媽媽就教一些禮貌和規矩	OOOOOOOOOOOOOOO
我覺得對她說最好的禮物就是看到自己的孩子成為一位有用和有禮貌的人	OOOOOSOOOOOOOOOOOOOOOOOOOOOOOOOO
給她感覺上她教的事都沒記掉	SOOOROOOOMOSS
	
父母從我小時候就已經保護我	OOOOOOOOOOMOO
有時候寵我	OOOOO
總是愛我	OOOO
為了我的安全	OOOOOO
他們從前到目前都會很仔細地照顧我	OOOSOSSOROOOOOOO
	
為了給我機會有我選的生活	OOOOOOOOOOOO
兩個都很努力地做工：工作時間很長	OOOOOOOSSOOOOOOO
每天我吃了晚飯以後爸爸才回家	OOOOOOOOOOOOOO
還有他週末也會早上上班	OOOOOOOOOOO
	
由於他們幫我	OOOOOO
因此我可以試試看很多不同的活動	OOOOOOOOOOOOOOO
可以猜猜看我長大了要做甚麼的	OOOOOOOOOOOOOR
	
為了他們我有很多東西我想做	OOOOOOOOSSROO
但是小或是大的事	OOMOOOOO
我全部都不知道怎麼做	OOOOOOOOOO
	
可是問題在這裡：我全部的錢是父母的	OOOOOOOOOOOOOMOOO
還有他們不是很喜歡貴的東西	OOOOOOOOOOOOO
如果需要的話他們常常已經買了	OOOOOOOORROOOO
怎麼辦？	OOOO
我真的想這樣做	OOOOOOO
我覺得這是最有意思跟他們感謝的方法	OOOOOOOOORWWWWOOO
但是知易行難	OOOOOO
我必須努力	OOOOO
	
但是我最想感謝的人就是我的父母	OOOOOOOOOOOOOOO
全世界上是爸爸媽媽幫我最多	ROOOOOOOOOOOO
他們沒有任何不願意幫我的時候	OOSSSSSSSSSSSS
	
我媽媽也是幫我發現我喜歡參加的活動	OOOOROOSSOOOOOOOO
在初中時	OOOO
是媽媽逼我打籃球和排球的	OOOOOOOOOOOO
到了現在我都還在打	OOOOOOOOO
	
我想跟他們說謝謝	OOOOOOOO
但是只用說的沒有什麼	OOOOOOOOOO
我覺得這一輩子也不能還他們給我的幫助	OOOOOOOOOOSOOOOOOO
我現在只能孝順父母	OOOOOOOOO
聽他們的話和好好念書	OOOOOOOOOO
	
如果我只能選一個在我生活裡有幫助我的人	OOOOOOOOOOOOOROOOOO
我當然要選我的媽媽	OOOOOOOOO
第一	OO
她把我生出到這個世界裡	OOOSSOOOOOO
第二	OO
她把我養大	OOOOO
	
但是那兩個東西是每一個媽媽都會做的事	OOOOSSSOOOOOOOOOOO
我的媽媽幫過我好幾遍	OOOOOOOOOO
我都不能算到那麼高的號碼	OSSSSSSSSSSS
	
她每天很努力地去上班	OOOOOOOOOO
從早上九點到晚上八點	OOOOOOOOOO
所以她每天回家的時候很累	OOOOOOOOOOOO
她去工作都是為她的孩子的學習	OOOOOOSOOOOOOO
	
我現在想跟媽媽說「謝謝	OOOOOOOOOOO
我愛你	OOO
你是世界最好的媽媽	OOOOMOOOO
」	O
讓她知道我真的很感謝她	OOOOOOOOOOO
	
雖然她在大學是讀英文系為專科	OOOOOOOSOOORRR
可是一個女人進入一個對她來說完全不熟的環境是一件很困難的事	OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
	
一直到現在	OOOOO
如果我需要任何東西	OOOOOOOOO
不管我要不要幫助	OOOOOOOO
她都會為我而想	OOOOORO
	
我現在最想跟她說的話就是「我愛你	OOOOOOOOOOOOOOOO
」我還想陪她回夏威夷去呼吸新鮮的空氣讓她的肺病可以快好	OOOOOOOOOOOOOOOOOOOOOOOOOSO
	
我自己來台灣的時候	OOOOOOOOO
我沒有親人和熟朋友	OOOOOOOOO
而且我的中文沒有那麼流利	OOOOOOOOOOOO
每次跟別人說都有錯誤	OOOOOOOMOO
	
當我寫完	OOOO
第二天	OOO
我就收到一封電郵件	OOOOOOSSS
人寫給我是我朋友的妹妹叫王菲	SSSSOOOOOOOOOO
她其實對我不熟	OOOOOOO
但看我的部落格	OSOOOOO
就覺得很感動	OOOOOO
想幫我找個地方住	OOOOOOOO
	
現在王菲已經去美國大學讀書	OOOOOOOOOOOOO
所以見面的機會很少	OOOOOOOOO
但我真的好想對她感謝	OOOOOOMOMO
請客	OO
和送她一個大的禮物	OOOOOOOOO
	
因為我是最近才開始學中文的	OOOOOOOOOOOOO
又怕又擔心	OOOOO
所以他的教法	OOOOOO
一言一行都很生動	OOOOOOOO
也一心一意讓我們不怕和不擔心	OOOOOOOOOMSOMO
可以給我們一些他對中文的興趣	OOOOOOOROOOOOO
	
他也告訴我他學外語的經驗	OOOOOOOOOOOO
對我的心情真的很好	OOOOOSSSS
如果他不是我的老師	OOOOOOOOO
我覺得我還是沒有信心對自己的中文	OOOOOOWWWWWWWWWW
一定不會來這裡讀中文	OOOOOOOOOO
	
他真的是一位好人	OOOOOSOO
很親切	OOO
對我出國留學的計畫很有幫助	OOOOOOOOOSSSS
	
我剛剛自己來台北的時候	OOOOOOOOOOO
巴山夜雨他也在台南看他的家人	RRRROOSOOOOOOO
為了帶領我去有用的地方	OOSSOOOOOOO
他花很多時間和錢搭高鐵來台北兩天	OOOOOOOOOOOOOOOO
帶我去銀行	OOOOO
坐捷運	OOO
找便宜也好吃的餐廳	OOOOOOOOO
等等	OO
	
我最想對他說的話是：「謝謝	OOOOOOOOOOOOO
我現在中文的能力	OMOWWWOO
全部都是因為你是我的老師	OOOOOOOOOOOO
真的謝謝你	OOOOO
」	O
	
我想感謝我爸爸因為我已經沒這個機會和他面對面地講	OOOOOOOOOOOOOOOOOOOOOOOO
我十三歲的時候他就過世了	OOOOOOOOOOOO
	
最好的方法就是好好地讀完大學	OOOOOOOOOOOOOO
再出社會當一個有對社會幫助的人	OOOOOOOWWWWOOOO
	
以前我還小也比較不懂事都沒向爸爸說一聲謝謝	OOOOOOOOOOOOOOOOOOOOO
所以我感謝爸爸給我的許多學習的機會	OOOOOOOOOROOOOOOO
像學習英文、學習中文、學習鋼琴等等	OOOOOOOOOOOOOOOOO
	
我十歲的時候	OOOOOO
我家搬到別的市	OOOOOOS
所以我一定要換新學校	OOOOOOOOOO
	
那時候	OOO
我好想哭	OOOO
因為我要離開我全部的朋友	OOOOOOOOOOOO
